"كد درس","نام درس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","كد ارائه کلاس درس","نام كلاس درس","مقطع ارائه درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","تعداد ثبت نامي تاکنون","زمانبندي تشکيل کلاس","زمان امتحان","استاد","ساير اساتيد","مكان برگزاري","دانشجويان مجاز به اخذ کلاس","گروه آموزشی","دانشکده","واحد","استان"
"6138153620","نظریه زبان‌ها و ماشین‌ها","نظري","3","0","1.63411E+11","","كارشناسي ناپيوسته","حضوري","ارائه در سطح گروه آموزشی","","5","","يكشنبه  از 10:00 تا 12:00 يكشنبه  از  از ...","1403/04/07 از 08:00 تا 10:00","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138153620","نظریه زبان‌ها و ماشین‌ها","نظري","3","0","1.63411E+11","","كارشناسي ناپيوسته","حضوري","ارائه در سطح گروه آموزشی","","5","","يكشنبه  از 07:30 تا 10:00","1403/04/07 از 08:00 تا 10:00","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138153620","نظریه زبان‌ها و ماشین‌ها","نظري","3","0","1.63411E+11","","كارشناسي ناپيوسته","حضوري","ارائه در سطح گروه آموزشی","","5","","شنبه  از 10:00 تا 12:00 شنبه  از  از ...","1403/04/07 از 08:00 تا 10:00","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138153620","نظریه زبان‌ها و ماشین‌ها","نظري","3","0","1.63411E+11","","كارشناسي ناپيوسته","حضوري","ارائه در سطح گروه آموزشی","","5","","شنبه  از 07:30 تا 10:00","1403/04/07 از 08:00 تا 10:00","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نظري","2","0","163811425","خواهران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 07:30 تا 09:15","1403/04/12 از 16:00 تا 17:30","محمدعلی نعمت الهی","","دانشکده مهندسی دو-210","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نظري","2","0","163811419","خواهران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 16:30 تا 18:15","1403/04/12 از 16:00 تا 17:30","سیدمحمدحسین معزی","","دانشکده علوم انسانی-102","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","نظري","1","0","163811330","برادران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 11:00 تا 12:45","1403/04/12 از 13:15 تا 14:30","خسرو شمسایی","","دانشکده مهندسی دو-210","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","نظري","2","0","163811563","برادران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 11:00 تا 12:45","1403/04/03 از 15:30 تا 17:00","محمدرضا حبیبی مهر","","دانشکده اقتصاد ومدیریت-311","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","نظري","2","0","163811520","خواهران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 07:30 تا 09:15","1403/04/13 از 15:30 تا 17:00","سمیه امیری","","دانشکده اقتصاد ومدیریت-313","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","نظري","2","0","163811517","برادران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 13:00 تا 14:45","1403/04/13 از 15:30 تا 17:00","دکتر مرتضی کشاورز","","دانشکده اقتصاد ومدیریت-313","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","نظري","2","0","163811519","برادران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 13:00 تا 14:45","1403/04/13 از 15:30 تا 17:00","دکتر مرتضی کشاورز","","دانشکده اقتصاد ومدیریت-313","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","نظري","2","0","163811518","برادران","كارشناسي ناپيوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 09:15 تا 11:00","1403/04/13 از 15:30 تا 17:00","دکتر مرتضی کشاورز","","دانشکده اقتصاد ومدیریت-313","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181277","مباحث ویژه در برنامه نویسی","نظري_عملي","1","1","1.63402E+13","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","پنج شنبه  از 07:30 تا 10:00","1403/04/03 از 08:00 تا 10:00","مهسا فربودنياي جهرمي","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054117","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","دوشنبه  از 15:30 تا 17:00","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054116","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","دوشنبه  از 14:00 تا 15:30","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054115","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","دوشنبه  از 12:30 تا 14:00","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054114","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","يكشنبه  از 15:30 تا 17:00","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054113","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","يكشنبه  از 14:00 تا 15:30","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054112","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","يكشنبه  از 12:30 تا 14:00","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054111","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","شنبه  از 14:30 تا 16:00","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"3958183993","آزمایشگاه نرم افزار کامپیوتر","آزمايشگاهي","0","3","16341054110","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","شنبه  از 13:00 تا 14:30","","سامان محصل","","دانشکده مهارتی و کارآفرینی-کامپیوتر4","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889128683","روشهای‌ آماری‌ در علوم‌ تربیتی‌","نظري","2","0","4022046","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","شنبه  از 17:45 تا 19:30","1403/04/06 از 08:00 تا 09:30","علیرضا عقیلی","","دانشکده مهارتی و کارآفرینی-101","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1537114235","پرسپکتیو","نظري","2","0","5521","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","دوشنبه  از 10:30 تا 12:30","1403/04/03 از 13:30 تا 15:00","","","","","گروه آموزشي هنرهاي تجسمي(7116345)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5859163541","مهارتهای مسیله یابی و تصمیم گیری","نظري","2","0","5520","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","0","","سه شنبه  از 14:45 تا 16:30","1403/04/10 از 13:30 تا 15:00","امیر محسنی آهویی","","دانشکده مهارتی و کارآفرینی-201","","گروه آموزشي هنرهاي تجسمي(7116345)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55013","هندسه (پیش نیاز دانشگاهی)","نظري","2","0","5519","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","دوشنبه  از 14:30 تا 17:00","1403/04/09 از 10:30 تا 12:00","","","","","گروه آموزشي نساجي(7116335)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55223","فیزیک پیش دانشگاهی","نظري","2","0","4440","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","يكشنبه  از 14:45 تا 16:00","1403/04/03 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55223","فیزیک پیش دانشگاهی","نظري","2","0","4439","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","يكشنبه  از 09:15 تا 11:00","1403/04/03 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55223","فیزیک پیش دانشگاهی","نظري","2","0","4438","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","يكشنبه  از 07:30 تا 09:15","1403/04/03 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55016","ریاضیات پایه (پیش نیاز دانشگاهی)","نظري","2","0","4442","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","10","","يكشنبه  از 09:15 تا 11:00","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55016","ریاضیات پایه (پیش نیاز دانشگاهی)","نظري","2","0","4441","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","10","","يكشنبه  از 07:30 تا 09:15","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55016","ریاضیات پایه (پیش نیاز دانشگاهی)","نظري","2","0","4437","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","سه شنبه  از 13:00 تا 14:45","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55016","ریاضیات پایه (پیش نیاز دانشگاهی)","نظري","2","0","4436","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","دوشنبه  از 11:00 تا 12:45","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55016","ریاضیات پایه (پیش نیاز دانشگاهی)","نظري","2","0","4435","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","شنبه  از 09:15 تا 11:00","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6017207057","تاریخ هنر گرافیک","نظري","2","0","4434","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","دوشنبه  از 14:45 تا 16:30","1403/04/06 از 13:30 تا 15:00","اميرحسين تکميل","","دانشکده مهارتی و کارآفرینی-فیلم سازی","","گروه آموزشي هنرهاي تجسمي(7116345)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1050183293","پاتوبیولوژی و آزمایشگاه","آزمايشگاهي","2","1","2210","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","يكشنبه  از 15:00 تا 19:30","1403/04/06 از 08:00 تا 09:30","سید مهدی سعید","","","","گروه آموزشي بهداشت(7116386)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55002","فیزیک مکانیک (پیش نیاز دانشگاهی)","نظري","2","0","100-07","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 11:00 تا 12:45","1403/04/03 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100002","کارآموزی طرح پویش (3) کاردانی و کارشناسی","كارآموزي","0","2","16341052134","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","","","امین اسکندری","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100001","کارآموزی طرح پویش (2) کاردانی و کارشناسی","كارآموزي","0","2","16341052133","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","","","امین اسکندری","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100000","کارآموزی طرح پویش (1) کاردانی و کارشناسی","كارآموزي","0","2","13641052132","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","","","امین اسکندری","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990156372","کارآموزی","كارآموزي","0","2","16341052131","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","","","امین اسکندری","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990114704","پروژه","عملي","0","2","16341052130","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","","","امین اسکندری","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181253","تجاری سازی محصول","نظري_عملي","1","1","16341052129","استاد درس آقای لشکری می باشد","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","40","","شنبه  از 18:00 تا 19:45","1403/04/02 از 13:30 تا 15:30","امین اسکندری","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181252","بازاریابی مجازی","نظري_عملي","1","1","16341052128","استاد درس آقای لشکری می باشد","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","40","","شنبه  از 16:15 تا 18:00","1403/06/14 از 10:30 تا 12:30","امین اسکندری","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181256","کار راه شغلی","نظري","2","0","16341052127","استاد درس آقای لشکری می باشد","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","40","","شنبه  از 14:30 تا 16:15","1402/04/05 از 08:00 تا 10:00","امین اسکندری","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990103163","آزمایشگاه نرم‌افزارهای گرافیکی","عملي","0","1","16341052126","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","سه شنبه  از 11:00 تا 12:00 سه شنبه  از  ...","","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990138014","طراحی وب","نظري_عملي","1","1","16341052125","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","سه شنبه  از 09:15 تا 11:00","1402/04/09 از 08:00 تا 10:00","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990138014","طراحی وب","نظري_عملي","1","1","16341052124","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","سه شنبه  از 07:30 تا 09:15","1403/04/09 از 08:00 تا 10:00","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990103163","آزمایشگاه نرم‌افزارهای گرافیکی","عملي","0","1","16341052123","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","پنج شنبه  از 11:00 تا 12:00 پنج شنبه  از ...","","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-کامپیوتر3","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181618","سیستم های مدیریت محتوا","نظري_عملي","1","1","16341052122","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","20","","پنج شنبه  از 09:15 تا 11:00","1403/04/02 از 10:30 تا 12:30","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-کامپیوتر3","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990114001","پایگاه‌داده‌ها","نظري","2","0","16341052121","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","پنج شنبه  از 07:30 تا 09:15","1402/04/06 از 10:30 تا 12:30","سميرا سلطاني","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6017207062","تبلیغات و ارتباطات","نظري","2","0","4433","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","دوشنبه  از 15:00 تا 17:00","1403/04/02 از 13:30 تا 15:00","مهسا قانع","","دانشکده مهارتی و کارآفرینی-آتلیه نقاشی1","","گروه آموزشي هنرهاي تجسمي(7116345)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5172144979","مبانی رنگ","نظري","2","0","4432","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","20","","شنبه  از 15:30 تا 17:45","1403/04/12 از 08:00 تا 09:30","","","","","گروه آموزشي نساجي(7116335)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000005329","علم مناظر و مرایا","نظري","2","0","4431","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","20","","شنبه  از 10:30 تا 13:00","1403/04/06 از 13:30 تا 15:00","","","","","گروه آموزشي هنرهاي تجسمي(7116345)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1547145723","مبانی هنر‌های تجسمی","نظري","2","0","4430","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","20","","شنبه  از 14:30 تا 16:15","1403/04/03 از 13:30 تا 15:00","","","","","گروه آموزشي نساجي(7116335)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990132559","ساختمان‌داده‌ها","نظري","3","0","16341052120","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","پنج شنبه  از 13:00 تا 15:30","1403/04/10 از 10:30 تا 12:30","مهسا فربودنياي جهرمي","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990111667","برنامه‌سازی پیشرفته","نظري_عملي","1","1","16341052119","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","پنج شنبه  از 10:00 تا 12:00 پنج شنبه  از ...","1403/04/02 از 08:00 تا 10:00","مهسا فربودنياي جهرمي","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990111667","برنامه‌سازی پیشرفته","نظري_عملي","1","1","16341052118","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","","1403/04/02 از 08:00 تا 10:00","مهسا فربودنياي جهرمي","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990171998","تجزیه و تحلیل سیستم ها","نظري","2","0","16341052117","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","سه شنبه  از 09:15 تا 11:00","1403/04/11 از 08:00 تا 10:00","سمیه حق طلبی","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990147565","محیط‌ های‌ چندرسانه‌ ای‌","نظري_عملي","1","1","16341052116","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","سه شنبه  از 07:30 تا 09:15","1403/04/13 از 10:30 تا 12:30","سمیه حق طلبی","","دانشکده مهارتی و کارآفرینی-کامپیوتر1","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990145174","مبانی شبکه‌های کامپیوتری","نظري","2","0","16341052115","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","دوشنبه  از 09:15 تا 11:00","1403/04/05 از 10:30 تا 12:30","سمیه حق طلبی","","دانشکده مهارتی و کارآفرینی-303","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990134775","سیستم عامل","نظري","2","0","16341052114","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","دوشنبه  از 07:30 تا 09:15","1403/04/07 از 08:00 تا 10:00","سمیه حق طلبی","","دانشکده مهارتی و کارآفرینی-303","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181265","برنامه نویسی سخت افزار","نظري_عملي","1","1","16341052113","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","چهارشنبه  از 11:00 تا 12:00 چهارشنبه  از ...","1403/04/13 از 10:30 تا 12:30","محبوبه اقتصاد","","دانشکده مهارتی و کارآفرینی-303","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181267","مبانی ساختمان گسسته","نظري","2","0","16341052112","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","چهارشنبه  از 09:15 تا 11:00","1403/04/10 از 08:00 تا 10:00","محبوبه اقتصاد","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990147736","مدار منطقی","نظري","2","0","16341052111","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","50","","چهارشنبه  از 07:30 تا 09:15","1403/04/07 از 10:30 تا 12:30","محبوبه اقتصاد","","دانشکده مهارتی و کارآفرینی-302","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181603","آزمایشگاه نرم افزارهای اداری","عملي","0","1","16341052110","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","يكشنبه  از 14:45 تا 16:30","","مهدی بردبار","","دانشکده مهارتی و کارآفرینی-کامپیوتر2","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181263","برنامه نویسی موبایل 2","نظري_عملي","1","1","16341052109","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","يكشنبه  از 13:00 تا 14:45","1403/04/14 از 08:00 تا 10:00","مهدی بردبار","","دانشکده مهارتی و کارآفرینی-کامپیوتر1","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181259","برنامه نویسی موبایل 1","نظري_عملي","1","1","16341052108","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","يكشنبه  از 11:00 تا 12:00 يكشنبه  از  از ...","1403/04/13 از 08:00 تا 10:00","مهدی بردبار","","دانشکده مهارتی و کارآفرینی-کامپیوتر1","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181258","نرم افزارهای توسعه موبایل","عملي","0","1","16341052107","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","يكشنبه  از 09:15 تا 11:00","","مهدی بردبار","","دانشکده مهارتی و کارآفرینی-کامپیوتر1","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5990181258","نرم افزارهای توسعه موبایل","عملي","0","1","16341052106","","کاردانی پیوسته","حضوري","ارائه در سطح گروه آموزشی","","15","","يكشنبه  از 07:30 تا 09:15","","مهدی بردبار","","دانشکده مهارتی و کارآفرینی-کامپیوتر1","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
