"كد درس","نام درس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","كد ارائه کلاس درس","نام كلاس درس","مقطع ارائه درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","تعداد ثبت نامي تاکنون","زمانبندي تشکيل کلاس","زمان امتحان","استاد","ساير اساتيد","مكان برگزاري","دانشجويان مجاز به اخذ کلاس","گروه آموزشی","دانشکده","واحد","استان"
"90881","آشنایی با دفاع مقدس","نظري","2","0","163811388","برادران-آزاد","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 16:30 تا 18:15","1403/04/12 از 14:30 تا 16:00","سمیه امیری","","دانشکده مهندسی دو-209","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","نظري","2","0","163811387","خواهران-آزاد","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 14:45 تا 16:30","1403/04/12 از 14:30 تا 16:00","سمیه امیری","","دانشکده مهندسی دو-209","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","نظري","2","0","163811386","خواهران- آزاد","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 13:00 تا 14:45","1403/04/12 از 14:30 تا 16:00","سمیه امیری","","دانشکده مهندسی دو-209","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","نظري","1","0","163811372","خواهران-دکتر فقیهی","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 16:30 تا 18:15","1403/04/12 از 13:15 تا 14:30","حمید محمودیان عطاآبادی","","دانشکده مهندسی دو-210","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","نظري","1","0","163811371","برادران-دکتر فقیهی","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 14:45 تا 16:30","1403/04/12 از 13:15 تا 14:30","حمید محمودیان عطاآبادی","","دانشکده مهندسی دو-210","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131791","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 18:00 تا 19:30","1403/03/20 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131790","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 16:30 تا 18:00","1403/03/13 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131789","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 15:00 تا 16:30","1403/03/13 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131788","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 13:30 تا 15:00","1403/03/13 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671367","","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 18:00 تا 19:30","1403/03/12 از 08:00 تا 10:00","سحر ریاستی","","163 - شيراز-ورزشی پردیس 1 سالن ب","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671366","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 18:00 تا 19:30","1403/03/12 از 08:00 تا 10:00","مریم قهرمانی","","163 - شيراز- ورزشی پردیس 2 سالن ب","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628143773","مباحث ویژه 1","نظري","3","0","16341054278","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","","1403/04/11 از 13:30 تا 15:30","پرنيان زارع","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628105928","اصول مدیریت و برنامه ریزی راهبردهای فناوری اطلاعات","نظري","3","0","16341054277","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","45","","دوشنبه  از 07:30 تا 10:00","1403/04/14 از 13:30 تا 15:30","پرنيان زارع","","163 - شيراز-دانشکده مهندسی 1 کلاس 109","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","نظري","2","0","163811385","خواهران-گل گون","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 16:30 تا 18:15","1403/04/12 از 14:30 تا 16:00","حمید محمودیان عطاآبادی","","دانشکده مهندسی دو-207","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","نظري","2","0","163811384","برادران- گل گون","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 14:45 تا 16:30","1403/04/12 از 14:30 تا 16:00","عبدالحمید فرزانه","","دانشکده مهندسی دو-207","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131787","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","5","","سه شنبه  از 07:30 تا 09:00","1403/03/13 از 08:00 تا 10:00","سحر ریاستی","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671365","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 09:00 تا 10:30","1403/03/12 از 08:00 تا 10:00","سحر ریاستی","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","عملي","0","1","16367131786","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","سه شنبه  از 10:30 تا 12:00","1403/03/13 از 08:00 تا 10:00","سحر ریاستی","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628181640","آزمایشگاه مدارهای منطقی و معماری کامپیوتر","عملي","0","1","16341054276","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","13","","شنبه  از 10:30 تا 12:00","1403/03/26 از 10:30 تا 12:00","زهرا عادل پور","","163 - شيراز-305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628181640","آزمایشگاه مدارهای منطقی و معماری کامپیوتر","عملي","0","1","16341054275","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","شنبه  از 09:00 تا 10:30","1403/03/26 از 09:00 تا 10:30","زهرا عادل پور","","163 - شيراز-305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628181640","آزمایشگاه مدارهای منطقی و معماری کامپیوتر","عملي","0","1","16341054274","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","شنبه  از 07:30 تا 09:00","1403/03/26 از 07:30 تا 09:00","زهرا عادل پور","","163 - شيراز-305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102805","آزمایشگاه مدارهای الکتریکی","عملي","0","1","16341054273","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","چهارشنبه  از 13:00 تا 14:30","1403/03/23 از 13:00 تا 14:30","سیدحسین شمس","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102805","آزمایشگاه مدارهای الکتریکی","عملي","0","1","16341054272","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","چهارشنبه  از 10:30 تا 12:00","1403/03/23 از 10:30 تا 12:00","سیدحسین شمس","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102805","آزمایشگاه مدارهای الکتریکی","عملي","0","1","16341054271","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","چهارشنبه  از 09:00 تا 10:30","1403/03/23 از 09:00 تا 10:30","سیدحسین شمس","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریزپردازنده","عملي","0","1","16341054270","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","يكشنبه  از 10:30 تا 12:00","1403/03/27 از 10:30 تا 12:00","مجتبی صادقی","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریزپردازنده","عملي","0","1","16341054269","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","يكشنبه  از 09:00 تا 10:30","1403/03/27 از 09:00 تا 10:30","مجتبی صادقی","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریزپردازنده","عملي","0","1","16341054268","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","13","","يكشنبه  از 07:30 تا 09:00","1403/03/27 از 07:30 تا 09:00","مجتبی صادقی","","163 - شيراز-304آزمایشگاه الکترونیک سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164509","مبانی بازبابی اطلاعات وجستجوی وب","نظري","3","0","16341054267","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","سه شنبه  از 15:30 تا 18:00","1403/04/14 از 13:30 تا 15:30","مهدی محرابی","","دانشکده مهندسی یک-120","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164509","مبانی بازبابی اطلاعات وجستجوی وب","نظري","3","0","16341054266","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","سه شنبه  از 13:00 تا 15:30","1403/04/14 از 13:30 تا 15:30","مهدی محرابی","","دانشکده مهندسی یک-120","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135451","شبکه‌های کامپیوتری","نظري","3","0","16341054265","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","پنج شنبه  از 10:00 تا 12:00 پنج شنبه  از ...","1403/04/02 از 08:00 تا 10:00","اسما رحیمی","","دانشکده مهندسی یک-210","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628160442","کارگاه کامپیوتر","عملي","0","1","16341054264","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","12","","يكشنبه  از 15:30 تا 17:00","1403/03/27 از 15:30 تا 17:00","زينب شيرکول","","دانشکده مهندسی یک-16کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628160442","کارگاه کامپیوتر","عملي","0","1","16341054263","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","10","","يكشنبه  از 10:30 تا 12:00","1403/03/27 از 10:30 تا 12:00","زينب شيرکول","","دانشکده مهندسی یک-16کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628111667","برنامه‌سازی پیشرفته","نظري","3","0","16341054262","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","0","","","1403/04/12 از 08:00 تا 10:00","زينب شيرکول","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628129896","ریاضیات مهندسی","نظري","3","0","16341054261","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","43","","شنبه  از 07:30 تا 10:00","1403/04/12 از 10:30 تا 12:30","دارا فاضل","","دانشکده مهندسی یک-110کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628147685","مدار‌های الکتریکی","نظري","3","0","16341054260","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","دوشنبه  از 13:00 تا 15:30","1403/04/03 از 13:30 تا 15:30","زهرا مقصود زاده","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628147685","مدار‌های الکتریکی","نظري","3","0","16341054259","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","دوشنبه  از 10:00 تا 12:00 دوشنبه  از  از ...","1403/04/03 از 13:30 تا 15:30","زهرا مقصود زاده","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628147685","مدار‌های الکتریکی","نظري","3","0","16341054258","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","دوشنبه  از 07:30 تا 10:00","1403/04/03 از 13:30 تا 15:30","زهرا مقصود زاده","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164617","طراحی کامپیوتری سیستمهای دیجیتال","نظري","3","0","16341054257","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","پنج شنبه  از 13:00 تا 15:30","1403/04/03 از 13:30 تا 15:30","مرجان افشار","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164617","طراحی کامپیوتری سیستمهای دیجیتال","نظري","3","0","16341054256","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","پنج شنبه  از 10:00 تا 12:00 پنج شنبه  از ...","1403/04/03 از 13:30 تا 15:30","مرجان افشار","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164617","طراحی کامپیوتری سیستمهای دیجیتال","نظري","3","0","16341054255","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","پنج شنبه  از 07:30 تا 10:00","1403/04/03 از 13:30 تا 15:30","مرجان افشار","","دانشکده مهندسی یک-320","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628107113","اقتصاد مهندسی","نظري","3","0","16341054254","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","سه شنبه  از 13:00 تا 15:30","1403/04/06 از 13:30 تا 15:30","محسن قیطاسی","","دانشکده مهندسی یک-210","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628107113","اقتصاد مهندسی","نظري","3","0","16341054253","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","يكشنبه  از 15:30 تا 18:00","1403/04/06 از 13:30 تا 15:30","محسن قیطاسی","","دانشکده مهندسی یک-210","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628111667","برنامه‌سازی پیشرفته","نظري","3","0","16341054252","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","شنبه  از 15:30 تا 18:00","1403/04/12 از 08:00 تا 10:00","پرنيان زارع","","دانشکده مهندسی یک-16کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628169362","سیستم های عامل","نظري","3","0","16341054251","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","شنبه  از 13:00 تا 15:30","1403/04/14 از 08:00 تا 10:00","پرنيان زارع","","دانشکده مهندسی یک-16کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628169362","سیستم های عامل","نظري","3","0","16341054250","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","شنبه  از 10:00 تا 12:00 شنبه  از  از ...","1403/04/14 از 08:00 تا 10:00","پرنيان زارع","","دانشکده مهندسی یک-16کارگاه کامپیوتر","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628148579","مدیریت پروژه های فناوری اطلاعات","نظري","3","0","16341054249","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","سه شنبه  از 15:30 تا 18:00","1403/04/10 از 08:00 تا 10:00","عباس اکرمی","","دانشکده مهندسی یک-220","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628148579","مدیریت پروژه های فناوری اطلاعات","نظري","3","0","16341054248","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","سه شنبه  از 13:00 تا 15:30","1403/04/10 از 08:00 تا 10:00","عباس اکرمی","","دانشکده مهندسی یک-220","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628162051","یکپارچه سازی کاربردهای سازمانی","نظري","3","0","16341054247","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","دوشنبه  از 15:30 تا 18:00","1403/04/09 از 13:30 تا 15:30","عباس اکرمی","","دانشکده مهندسی یک-220","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628162051","یکپارچه سازی کاربردهای سازمانی","نظري","3","0","16341054246","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","دوشنبه  از 13:00 تا 15:30","1403/04/09 از 13:30 تا 15:30","عباس اکرمی","","دانشکده مهندسی یک-220","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114001","پایگاه‌ داده‌ها","نظري","3","0","16341054245","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","سه شنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:30","زهراء آگاه","","دانشکده مهندسی یک-119","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114001","پایگاه‌ داده‌ها","نظري","3","0","16341054244","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","دوشنبه  از 10:00 تا 12:00 دوشنبه  از  از ...","1403/04/09 از 10:30 تا 12:30","زهراء آگاه","","دانشکده مهندسی یک-219","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114001","پایگاه‌ داده‌ها","نظري","3","0","16341054243","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","دوشنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:30","زهراء آگاه","","دانشکده مهندسی یک-219","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114001","پایگاه‌ داده‌ها","نظري","3","0","16341054242","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","25","","يكشنبه  از 10:00 تا 12:00 يكشنبه  از  از ...","1403/04/09 از 10:30 تا 12:30","زهراء آگاه","","دانشکده مهندسی یک-210","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114001","پایگاه‌ داده‌ها","نظري","3","0","16341054241","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","يكشنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:30","زهراء آگاه","","دانشکده مهندسی یک-210","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135313","سیگنال ها و سیستم ها","نظري","3","0","16341054240","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","سه شنبه  از 13:00 تا 15:30","1403/04/02 از 10:30 تا 12:30","مجتبی صادقی","","163 - شيراز-دانشکده مهندسی 1 کلاس 109","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135313","سیگنال ها و سیستم ها","نظري","3","0","16341054239","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","35","","سه شنبه  از 10:00 تا 12:00 سه شنبه  از  ...","1403/04/02 از 10:30 تا 12:30","سیدحسین شمس","","163 - شيراز-دانشکده مهندسی 1 کلاس 109","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","نظري","3","0","16341054238","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","شنبه  از 10:00 تا 12:00 شنبه  از  از ...","1403/04/13 از 10:30 تا 12:30","مجتبی صادقی","","163 - شيراز-دانشکده مهندسی 1 کلاس 109","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","نظري","3","0","16341054237","","كارشناسي پيوسته","حضوري","ارائه در سطح گروه آموزشی","","30","","شنبه  از 07:30 تا 10:00","1403/04/13 از 10:30 تا 12:30","مجتبی صادقی","","دانشکده مهندسی یک-219","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671364","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","يكشنبه  از 12:00 تا 13:30","1403/03/12 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671363","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","يكشنبه  از 10:30 تا 12:00","1403/03/12 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671362","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","يكشنبه  از 09:00 تا 10:30","1403/03/12 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671361","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","يكشنبه  از 07:30 تا 09:00","1403/03/12 از 08:00 تا 10:00","مریم خیرده","","","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671360","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","دوشنبه  از 16:30 تا 18:00","1403/03/12 از 08:00 تا 10:00","نسترن تاجديني","","163 - شيراز- ورزشی پردیس 2 سالن ب","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671359","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","دوشنبه  از 15:00 تا 16:30","1403/03/12 از 08:00 تا 10:00","نسترن تاجديني","","163 - شيراز- ورزشی پردیس 2 سالن ب","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","نظري_عملي","0.5","0.5","163671358","خواهران","كارشناسي پيوسته","حضوري","ارائه در سطح دانشکده","","22","","دوشنبه  از 13:30 تا 15:00","1403/03/12 از 08:00 تا 10:00","نسترن تاجديني","","163 - شيراز- ورزشی پردیس 2 سالن ب","","گروه آموزشي دروس عمومي(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
