"كد درس","نام درس","استاد","كد ارائه کلاس درس","مقطع ارائه درس","حداكثر ظرفيت","تعداد واحد نظري","تعداد واحد عملي","نوع درس","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","تعداد ثبت نامي تاکنون","زمانبندي تشکيل کلاس","زمان امتحان","ساير اساتيد","مكان برگزاري","دانشجويان مجاز به اخذ کلاس","گروه آموزشی","دانشکده","واحد","استان"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4009","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4008","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4007","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4006","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4005","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4004","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4003","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4002","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4001","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99093","زبان انگلیسی پیش دانشگاهی-ترکیبی",,"4000","كارشناسي پيوسته","200","2","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/03/29 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"400010","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40009","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40008","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40007","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40006","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40005","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40004","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:00 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40003","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40002","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99090","زبان انگلیسی عمومی-ترکیبی(1)",,"40001","كارشناسي پيوسته","200","1","0","نظري",,"آموزش الکترونیکی","ارائه در سطح دانشکده",,,,"1402/04/04 از 09:30 تا 11:00",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","محمدعلی نعمت الهی","163175143","كارشناسي پيوسته","50","2","0","نظري","ویژه دندانپزشکی","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 09:00 تا 10:30","1402/04/10 از 13:30 تا 15:30",,,,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نرجس نصرالهی","163175015","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 12:30 تا 14:00","1402/04/10 از 13:30 تا 15:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نرجس نصرالهی","163175014","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 10:30 تا 12:00","1402/04/10 از 13:30 تا 15:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نرجس نصرالهی","163175013","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 09:00 تا 10:30","1402/04/10 از 13:30 تا 15:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","نرجس نصرالهی","136175012","كارشناسي پيوسته","45","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 07:30 تا 09:00","1402/04/10 از 13:30 تا 15:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","سیدمحمدحسین معزی","163175011","كارشناسي پيوسته","45","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 18:30 تا 20:00","1402/04/10 از 13:30 تا 15:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","سیدمحمدحسین معزی","163175010","كارشناسي پيوسته","45","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 17:00 تا 18:30","1402/04/10 از 13:30 تا 15:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","سیدمحمدحسین معزی","163175009","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 15:30 تا 17:00","1402/04/10 از 13:30 تا 15:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","حامد نعیمی","163175007","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 14:00 تا 15:30","1402/04/10 از 13:30 تا 15:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","حامد نعیمی","163175006","كارشناسي پيوسته","45","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 12:30 تا 14:00","1402/04/10 از 13:30 تا 15:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","حامد نعیمی","163175005","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 10:30 تا 12:00","1402/04/10 از 13:30 تا 15:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","حامد نعیمی","163175003","كارشناسي پيوسته","45","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 09:00 تا 10:30","1402/04/10 از 13:30 تا 15:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","حامد نعیمی","163175002","كارشناسي پيوسته","45","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 07:30 تا 09:00","1402/04/10 از 13:30 تا 15:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","آزاده زینلی","163175159","كارشناسي پيوسته","44","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 12:30 تا 14:00","1402/04/04 از 08:00 تا 09:30",,"114 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98923","آیین زندگی (اخلاق کاربردی)","مرتضی حق شناس","163175075","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98923","آیین زندگی (اخلاق کاربردی)","مرتضی حق شناس","16315074","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 10:30 تا 12:00","1402/04/10 از 11:00 تا 12:30",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98923","آیین زندگی (اخلاق کاربردی)","مرتضی حق شناس","163175073","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 09:00 تا 10:30","1402/04/10 از 11:00 تا 12:30",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175857","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 17:00 تا 18:30","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175856","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175855","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 14:00 تا 15:30","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175854","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 17:00 تا 18:30","1402/04/10 از 11:00 تا 12:30",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175853","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","شایسته شریعتمداری","163175852","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 14:00 تا 15:30","1402/04/10 از 11:00 تا 12:30",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","عبدالکریم گل گون","163175080","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 09:00 تا 10:30","1402/04/10 از 11:00 تا 12:30",,"212دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","فرخ حبیبی مهکویه","163175076","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","فرخ حبیبی مهکویه","163175075","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 18:30 تا 20:00","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","علی نیکویی","163175074","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 12:30 تا 14:00","1402/04/10 از 11:00 تا 12:30",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","علی نیکویی","163175073","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 10:30 تا 12:00","1402/04/10 از 11:00 تا 12:30",,"دانشکده اقتصاد و مدیریت کلاس 7",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","حامد نعیمی","163175072","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 12:30 تا 14:00","1402/04/10 از 11:00 تا 12:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","حامد نعیمی","163175071","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 10:30 تا 12:00","1402/04/04 از 11:00 تا 12:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","حامد نعیمی","163175070","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 09:00 تا 10:30","1402/04/10 از 11:00 تا 12:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","حامد نعیمی","163175069","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 07:30 تا 09:00","1402/04/10 از 11:00 تا 12:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","سید خداکرم فلاحی","163175068","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 17:00 تا 18:30","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","سید خداکرم فلاحی","163175064","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","سید خداکرم فلاحی","163175062","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 14:00 تا 15:30","1402/04/10 از 11:00 تا 12:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمدعلی کوثری","163175061","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 18:30 تا 20:00","1402/04/10 از 11:00 تا 12:30",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمدعلی کوثری","163176060","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 17:00 تا 18:30","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمدعلی کوثری","163176059","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 15:30 تا 17:00","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمد جواد رحمانی","163175056","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 09:00 تا 10:30","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمد جواد رحمانی","163175055","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 10:30 تا 12:00","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","محمد جواد رحمانی","163175054","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 07:30 تا 09:00","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","عبدالحمید فرزانه","163175053","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 10:30 تا 12:00","1402/04/10 از 11:00 تا 12:30",,"13 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","عبدالحمید فرزانه","163175052","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 09:00 تا 10:30","1402/04/10 از 11:00 تا 12:30",,"13 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","سمیه امیری","163175435","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 12:00 تا 13:30","1402/03/29 از 13:30 تا 15:00",,"دفاع 303 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","سمیه امیری","163175434","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 07:30 تا 09:00","1402/03/29 از 13:30 تا 15:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)",,"163175433","كارشناسي پيوسته","43","2","0","نظري","برادران- دکتر کشاورز","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 10:30 تا 12:00","1402/03/29 از 13:30 تا 15:00",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)",,"163175432","كارشناسي پيوسته","43","2","0","نظري","برادران- دکتر کشاورز","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 09:00 تا 10:30","1402/03/29 از 13:30 تا 15:00",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","عرفانه محمدزاده حقیقی","163175431","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 10:30 تا 12:00","1402/03/29 از 13:30 تا 15:00",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","عرفانه محمدزاده حقیقی","163175430","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 09:00 تا 10:30","1402/03/29 از 13:30 تا 15:00",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","محمدعلی نعمت الهی","163175429","كارشناسي پيوسته","43","2","0","نظري","خواهران- ویژه دانشجویان علوم تربیتی","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 09:00 تا 10:30","1402/03/29 از 13:30 تا 15:00",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
