"كد درس","نام درس","كد ارائه کلاس درس","استاد","مقطع ارائه درس","زمانبندي تشکيل کلاس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","زمان امتحان","مكان برگزاري","گروه آموزشی","دانشکده","واحد","استان"
"4628102246","آزمایشگاه سیستم‌های عامل","163330179","آیدین برزگر","كارشناسي پيوسته","يكشنبه از 12:30 تا 14:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102246","آزمایشگاه سیستم‌های عامل","163330178","آیدین برزگر","كارشناسي پيوسته","يكشنبه از 10:30 تا 12:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102246","آزمایشگاه سیستم‌های عامل","163330177","آیدین برزگر","كارشناسي پيوسته","يكشنبه از 09:00 تا 10:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102246","آزمایشگاه سیستم‌های عامل","163330176","آیدین برزگر","كارشناسي پيوسته","دوشنبه از 09:00 تا 10:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330175",,"كارشناسي پيوسته",,"عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"0",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330174",,"كارشناسي پيوسته",,"عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"0",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330173",,"كارشناسي پيوسته",,"عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"0",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330172","مهدی قائمی امیری","كارشناسي پيوسته","سه شنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330171","مهدی قائمی امیری","كارشناسي پيوسته","سه شنبه از 15:30 تا 17:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330170","مهدی قائمی امیری","كارشناسي پيوسته","سه شنبه از 14:00 تا 15:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330169","سمیرا خنشاء","كارشناسي پيوسته","يكشنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628102126","آزمایشگاه ریز پردارنده","163330168","سمیرا خنشاء","كارشناسي پيوسته","شنبه از 17:00 تا 18:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"18",,"305 آزمایشگاه مدار منطقی و معماری کامپیوتر سوله شماره 3 مجتمع آزمایشگاهی و کارگاهی دکتر محمود حسابی","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5809160414","کارگاه ویراستاری (2)","523175175501","نجمه دانائیان","كارشناسي پيوسته","يكشنبه از 14:00 تا 15:30","عملي","0","2",,"حضوري","ارائه در سطح دانشکده",,"30","1401/11/30 از 10:30 تا 12:30","109","گروه آموزشي زبان و ادبيات فارسي(7116353)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628101485","آزمایشگاه پایگاه داده","163330167","سميه رحيمي","كارشناسي پيوسته","چهارشنبه از 09:00 تا 10:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628101485","آزمایشگاه پایگاه داده","163330166","سميه رحيمي","كارشناسي پيوسته","چهارشنبه از 10:30 تا 12:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628101485","آزمایشگاه پایگاه داده","163330165","سميه رحيمي","كارشناسي پيوسته","چهارشنبه از 12:30 تا 14:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628101485","آزمایشگاه پایگاه داده","163330164","سميه رحيمي","كارشناسي پيوسته","چهارشنبه از 14:00 تا 15:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"15",,"مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330161","سید ابراهیم دشتی","كارشناسي پيوسته","يكشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330160","سید ابراهیم دشتی","كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330159","سید ابراهیم دشتی","كارشناسي پيوسته","شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 210","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330158","سید ابراهیم دشتی","كارشناسي پيوسته","شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 210","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628182893","کارگاه برنامه نویسی مت لپ","163330157",,"كارشناسي پيوسته","سه شنبه از 09:45 تا 12:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628182893","کارگاه برنامه نویسی مت لپ","163330156",,"كارشناسي پيوسته","دوشنبه از 09:45 تا 12:00","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628111667","برنامه‌سازی پیشرفته","163330155","رویا بهروزی","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/28 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628111667","برنامه‌سازی پیشرفته","163330154","رویا بهروزی","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/28 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628111667","برنامه‌سازی پیشرفته","163330153","رویا بهروزی","كارشناسي پيوسته","يكشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/28 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628182893","کارگاه برنامه نویسی مت لپ","163330152",,"كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 13:30 تا 15:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628132653","ساختمان‌های داده","163330151","صدیقه طاهری","كارشناسي پيوسته","دوشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/25 از 15:30 تا 17:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628132653","ساختمان‌های داده","163330150","صدیقه طاهری","كارشناسي پيوسته","دوشنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/25 از 15:30 تا 17:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628132653","ساختمان‌های داده","163330149","صدیقه طاهری","كارشناسي پيوسته","يكشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/25 از 15:30 تا 17:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628132653","ساختمان‌های داده","163330148","صدیقه طاهری","كارشناسي پيوسته","يكشنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/25 از 15:30 تا 17:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135451","شبکه‌های کامپیوتری","163330147","احمد مصلی نژاد","كارشناسي پيوسته","شنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/01 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135451","شبکه‌های کامپیوتری","163330146","احمد مصلی نژاد","كارشناسي پيوسته","شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/01 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135313","سیگنالها وسیستم ها","163330145","امیر رضا استخریان حقیقی","كارشناسي پيوسته","يكشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628135313","سیگنالها وسیستم ها","163330144","امیر رضا استخریان حقیقی","كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/24 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628155511","هوش مصنوعی و سیستم های خبره","163330143","الهام پروین نیا","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/01 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 119","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628155511","هوش مصنوعی و سیستم های خبره","163330142","الهام پروین نیا","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/01 از 08:00 تا 10:00","مرکز رایانه 110 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164509","مبانی بازبابی اطلاعات وجستجوی وب","163330141","مهدی محرابی","كارشناسي پيوسته","سه شنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/28 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5809147175","متون نظم 3 قسمت سوم نظامی","523175175491","عبدالرسول چمن خواه","كارشناسي پيوسته","يكشنبه از 09:00 تا 10:30","نظري","2","0",,"حضوري","ارائه در سطح دانشکده",,"30","1401/10/24 از 10:30 تا 12:30","109","گروه آموزشي زبان و ادبيات فارسي(7116353)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628164509","مبانی بازبابی اطلاعات وجستجوی وب","163330140","مهدی محرابی","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/28 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628105622","اصول طراحی کامپایلر","163330139","فرزاد قهرمانی","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/03 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 117","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628105622","اصول طراحی کامپایلر","163330138","فرزاد قهرمانی","كارشناسي پيوسته","دوشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/03 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 117","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628105622","اصول طراحی کامپایلر","163330137","فرزاد قهرمانی","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/03 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 117","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","163330136","محمد علی اسدی","كارشناسي پيوسته","سه شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/29 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","163330135","محمد علی اسدی","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/29 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","163330134","محمد علی اسدی","كارشناسي پيوسته","دوشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/29 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628130341","ریزپردازنده و زبان اسمبلی","163330133","محمد علی اسدی","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/29 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628147873","مدارهای منطقی","163330132","محمدامین شایگان","كارشناسي پيوسته","شنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/24 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 118","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628147873","مدارهای منطقی","163330131","محمدامین شایگان","كارشناسي پيوسته","شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/24 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 118","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628150474","معماری‌ کامپیوتر","163330130","محمد علی تبرزد","كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/10/26 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628153620","نظریه زبان‌ها و ماشین‌ها","163330129","کاظم براتی مهر","كارشناسي پيوسته","سه شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628153620","نظریه زبان‌ها و ماشین‌ها","163330128","کاظم براتی مهر","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628153620","نظریه زبان‌ها و ماشین‌ها","163330127","کاظم براتی مهر","كارشناسي پيوسته","شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628153620","نظریه زبان‌ها و ماشین‌ها","163330126","کاظم براتی مهر","كارشناسي پيوسته","شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 10:30 تا 12:30","دانشکده مهندسی 1 کلاس 116","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628137355","طراحی زبان های برنامه سازی","163330125","غلامرضا ستوده","كارشناسي پيوسته","دوشنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/04 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628137355","طراحی زبان های برنامه سازی","163330124","غلامرضا ستوده","كارشناسي پيوسته","شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/04 از 13:30 تا 15:30","دانشکده مهندسی 1 کلاس 115","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1398107859","آمار واحتمالات‌ مهندسی","523175175462",,"كارشناسي پيوسته","پنج شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/11/04 از 13:30 تا 15:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1398107859","آمار واحتمالات‌ مهندسی","523175175461",,"كارشناسي پيوسته","پنج شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/11/04 از 13:30 تا 15:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1398107859","آمار واحتمالات‌ مهندسی","523175175460",,"كارشناسي پيوسته","پنج شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/11/04 از 13:30 تا 15:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55005","آمار و احتمال (پیش نیاز دانشگاهی)","523175175457",,"كارشناسي پيوسته","چهارشنبه از 15:30 تا 17:00","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"30","1401/11/04 از 15:30 تا 17:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55005","آمار و احتمال (پیش نیاز دانشگاهی)","523175175455",,"كارشناسي پيوسته","چهارشنبه از 14:00 تا 15:30","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 15:30 تا 17:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55005","آمار و احتمال (پیش نیاز دانشگاهی)","523175175454",,"كارشناسي پيوسته","چهارشنبه از 12:30 تا 14:00","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/04 از 15:30 تا 17:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138150350","معادلات‌ دیفرانسیل‌","523175175448",,"كارشناسي پيوسته","شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"10","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628150360","معادلات دیفرانسل","523175175444",,"كارشناسي پيوسته","يكشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"30","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628150360","معادلات دیفرانسل","523175175441",,"كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628150360","معادلات دیفرانسل","523175175439",,"كارشناسي پيوسته","شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628150360","معادلات دیفرانسل","523175175437",,"كارشناسي پيوسته","شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"35","1401/11/05 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
